-4.82074,-2.86604,0.721994,-0.656253,0,-4.81487,-2.06933,0.657028,-1.62481,0
-4.57769,-3.68431,1.24291,-3.02476,0,-4.82074,-2.86604,0.721994,-0.656253,0
-4.85025,-3.67992,1.9199,2.93487,0,-4.57769,-3.68431,1.24291,-3.02476,0
-5.03612,-3.9374,2.11428,-1.74736,0,-4.85025,-3.67992,1.9199,2.93487,0
-5.48133,-4.57571,1.48632,-2.20937,0,-5.03612,-3.9374,2.11428,-1.74736,0
-4.78262,-5.21552,1.80639,0.289345,0,-5.48133,-4.57571,1.48632,-2.20937,0
-3.80731,-5.40059,1.92694,-0.91526,0.0100417,-4.78262,-5.21552,1.80639,0.289345,0
-2.92103,-4.96314,2.07906,-0.00459328,0.0100417,-3.80731,-5.40059,1.92694,-0.91526,0.0100417
-2.53079,-4.97011,1.15837,-0.32167,0.0100417,-2.92103,-4.96314,2.07906,-0.00459328,0.0100417
-1.55572,-5.184,1.09939,-1.64989,0.0115354,-2.53079,-4.97011,1.15837,-0.32167,0.0100417
-4.09345,-1.37695,0.644201,-1.60658,0,-4.81487,-2.06933,0.657028,-1.62481,0
-5.21324,-1.78763,1.52992,-1.33747,0,-4.81487,-2.06933,0.657028,-1.62481,0
-0.64806,-4.85162,1.35568,1.64256,0.0115354,-1.55572,-5.184,1.09939,-1.64989,0.0115354
-3.86444,-3.46256,1.32762,2.92986,0,-4.57769,-3.68431,1.24291,-3.02476,0
-1.69635,-4.45106,1.03719,0.239384,0.0115354,-1.55572,-5.184,1.09939,-1.64989,0.0115354
