1.16273,3.1725,1.41988,-0.56592,0,0.483933,3.83717,1.10773,0.935036,0
1.84141,2.82524,0.772719,2.49718,0,1.16273,3.1725,1.41988,-0.56592,0
2.68932,3.17644,1.16983,0.825465,0.0285607,1.84141,2.82524,0.772719,2.49718,0
3.20078,2.32662,1.04249,0.534779,0.0891909,2.68932,3.17644,1.16983,0.825465,0.0285607
1.35111,2.44038,1.20116,1.64367,0,1.84141,2.82524,0.772719,2.49718,0
-0.141619,4.55979,1.40185,-2.92522,0,0.483933,3.83717,1.10773,0.935036,0
1.73935,1.7091,1.76196,-1.961,0,1.35111,2.44038,1.20116,1.64367,0
-1.09406,4.83789,1.27725,2.94698,0,-0.141619,4.55979,1.40185,-2.92522,0
-1.88481,4.22807,1.22407,1.23146,0,-1.09406,4.83789,1.27725,2.94698,0
-2.86976,4.26884,1.05611,1.22395,0,-1.88481,4.22807,1.22407,1.23146,0
-3.34269,3.39563,1.17377,-0.531412,0,-2.86976,4.26884,1.05611,1.22395,0
-3.50505,2.41231,1.25587,1.99627,0,-3.34269,3.39563,1.17377,-0.531412,0
-4.47233,2.15903,1.24118,-2.29688,0,-3.50505,2.41231,1.25587,1.99627,0
-3.17264,1.50431,1.00086,1.93403,0,-3.50505,2.41231,1.25587,1.99627,0
-1.80563,4.42459,1.87277,2.61757,0,-1.88481,4.22807,1.22407,1.23146,0
