0.483933,3.83717,1.10773,0.935036,0,-0.243782,3.18276,0.90239,2.71026,0
1.16273,3.1725,1.41988,-0.56592,0,0.483933,3.83717,1.10773,0.935036,0
1.84141,2.82524,0.772719,2.49718,0,1.16273,3.1725,1.41988,-0.56592,0
2.68932,3.17644,1.16983,0.825465,0.0173229,1.84141,2.82524,0.772719,2.49718,0
3.20078,2.32662,1.04249,0.534779,0.054097,2.68932,3.17644,1.16983,0.825465,0.0173229
0.856616,4.74749,0.92764,-0.977592,0,0.483933,3.83717,1.10773,0.935036,0
-1.11824,2.76257,1.14481,-2.91507,0,-0.243782,3.18276,0.90239,2.71026,0
-1.03782,1.77749,0.992655,2.49814,0,-1.11824,2.76257,1.14481,-2.91507,0
-1.49187,0.88652,0.989832,-0.0284863,0,-1.03782,1.77749,0.992655,2.49814,0
-0.396749,4.30674,1.17021,0.739689,0,0.483933,3.83717,1.10773,0.935036,0
-1.5096,-0.107043,1.10171,-2.58798,0,-1.49187,0.88652,0.989832,-0.0284863,0
-1.8719,-1.03857,1.07024,0.46837,0,-1.5096,-0.107043,1.10171,-2.58798,0
-1.35644,3.25083,0.940085,-1.69958,0,-1.11824,2.76257,1.14481,-2.91507,0
-2.39575,-0.466993,0.438674,0.975406,0,-1.8719,-1.03857,1.07024,0.46837,0
-1.82544,-1.87768,1.61223,2.26735,0,-1.8719,-1.03857,1.07024,0.46837,0
