-1.77186,-0.0835324,1.05785,-1.02579,0,-1.46994,-0.992796,0.771349,-3.00819,0
-0.984118,0.52401,1.15958,2.86486,0,-1.77186,-0.0835324,1.05785,-1.02579,0
-1.01523,1.49331,1.4035,-1.6638,0,-0.984118,0.52401,1.15958,2.86486,0
-1.25607,2.44892,1.2338,-0.0959032,0,-1.01523,1.49331,1.4035,-1.6638,0
-1.98281,3.13127,1.31282,2.33969,0,-1.25607,2.44892,1.2338,-0.0959032,0
-1.89924,4.09925,1.0761,-1.65298,0,-1.98281,3.13127,1.31282,2.33969,0
-2.72213,4.6515,0.942439,-1.84669,0,-1.89924,4.09925,1.0761,-1.65298,0
-3.56571,5.16816,1.08884,1.86269,0,-2.72213,4.6515,0.942439,-1.84669,0
-4.23034,5.65051,1.65946,-1.16058,0,-3.56571,5.16816,1.08884,1.86269,0
-4.87358,4.97292,2.01601,2.47589,0.000431229,-4.23034,5.65051,1.65946,-1.16058,0
-0.740709,-1.64343,0.983228,2.64906,0,-1.46994,-0.992796,0.771349,-3.00819,0
-2.71658,-0.405152,1.12169,2.74535,0,-1.77186,-0.0835324,1.05785,-1.02579,0
-5.32174,4.0792,2.0362,0.844373,0.000431229,-4.87358,4.97292,2.01601,2.47589,0.000431229
-0.0344335,1.48059,1.2089,0.973097,0,-1.01523,1.49331,1.4035,-1.6638,0
-0.546736,1.64649,2.27358,0.205004,0,-1.01523,1.49331,1.4035,-1.6638,0
