-3.53432,2.09269,1.14252,2.34526,0,-2.72375,1.54167,0.94419,0.880268,0
-2.05082,0.802001,0.936362,-0.516718,0.038818,-2.72375,1.54167,0.94419,0.880268,0
-1.84413,-0.152886,1.1496,0.992917,0.038818,-2.05082,0.802001,0.936362,-0.516718,0.038818
-1.23704,-0.936123,1.28368,-0.822528,0.038818,-1.84413,-0.152886,1.1496,0.992917,0.038818
-2.75889,-0.224976,0.752096,-3.06912,0.038818,-1.84413,-0.152886,1.1496,0.992917,0.038818
-4.34996,1.91013,1.69152,1.39699,0,-3.53432,2.09269,1.14252,2.34526,0
-3.17505,3.02542,1.11171,-2.51524,0,-3.53432,2.09269,1.14252,2.34526,0
-2.24907,3.39396,1.19377,1.80092,0,-3.17505,3.02542,1.11171,-2.51524,0
-1.88504,4.237,1.58971,-0.488066,0,-2.24907,3.39396,1.19377,1.80092,0
-1.17628,4.94242,1.58367,-0.131053,0,-1.88504,4.237,1.58971,-0.488066,0
-1.72916,-1.79823,1.16295,1.26744,0.038818,-1.23704,-0.936123,1.28368,-0.822528,0.038818
-2.41014,-0.420944,1.51094,1.83223,0.038818,-1.84413,-0.152886,1.1496,0.992917,0.038818
-0.196041,4.75545,1.51905,-1.19503,0,-1.17628,4.94242,1.58367,-0.131053,0
-5.29647,2.20613,1.56306,-1.21677,0,-4.34996,1.91013,1.69152,1.39699,0
-5.75555,1.32059,1.49188,0.622987,0,-5.29647,2.20613,1.56306,-1.21677,0
