-0.632037,-0.504468,0.804492,-3.1385
-0.650496,-0.49808,0.808785,-3.09096
-0.668956,-0.491692,0.813079,-3.04342
-0.687416,-0.485304,0.817372,-2.99588
-0.705875,-0.478916,0.821666,-2.94834
-0.724335,-0.472528,0.82596,-2.9008
-0.742795,-0.46614,0.830253,-2.85327
-0.761254,-0.459752,0.834547,-2.80573
-0.779714,-0.453364,0.83884,-2.75819
-0.798174,-0.446977,0.843134,-2.71065
-0.816633,-0.440589,0.847427,-2.66311
-0.835093,-0.434201,0.851721,-2.61557
-0.853553,-0.427813,0.856014,-2.56803
-0.872012,-0.421425,0.860308,-2.52049
-0.890472,-0.415037,0.864602,-2.47295
-0.908932,-0.408649,0.868895,-2.42541
-0.927391,-0.402261,0.873189,-2.37787
-0.945851,-0.395873,0.877482,-2.33033
-0.964311,-0.389485,0.881776,-2.28279
-0.98277,-0.383097,0.886069,-2.23525
-1.00123,-0.376709,0.890363,-2.18771
-1.01969,-0.370321,0.894657,-2.14017
-1.03815,-0.363933,0.89895,-2.09263
-1.05661,-0.357545,0.903244,-2.04509
-1.07507,-0.351157,0.907537,-1.99755
-1.09353,-0.344769,0.911831,-1.95001
-1.11199,-0.338382,0.916124,-1.90248
-1.13045,-0.331994,0.920418,-1.85494
-1.14891,-0.325606,0.924711,-1.8074
-1.16737,-0.319218,0.929005,-1.75986
-1.18583,-0.31283,0.933299,-1.71232
-1.20429,-0.306442,0.937592,-1.66478
-1.22275,-0.300054,0.941886,-1.61724
-1.24121,-0.293666,0.946179,-1.5697
-1.25967,-0.287278,0.950473,-1.52216
-1.27813,-0.28089,0.954766,-1.47462
-1.29658,-0.274502,0.95906,-1.42708
-1.31504,-0.268114,0.963354,-1.37954
-1.3335,-0.261726,0.967647,-1.332
-1.35196,-0.255338,0.971941,-1.28446
-1.37042,-0.24895,0.976234,-1.23692
-1.38888,-0.242562,0.980528,-1.18938
-1.40734,-0.236174,0.984821,-1.14184
-1.4258,-0.229787,0.989115,-1.0943
-1.44426,-0.223399,0.993408,-1.04676
-1.46272,-0.217011,0.997702,-0.999225
-1.48118,-0.210623,1.002,-0.951685
-1.49964,-0.204235,1.00629,-0.904146
-1.5181,-0.197847,1.01058,-0.856606
-1.53656,-0.191459,1.01488,-0.809067
-1.55502,-0.185071,1.01917,-0.761527
-1.56754,-0.170153,1.02373,-0.756119
-1.58005,-0.155235,1.02829,-0.75071
-1.59257,-0.140317,1.03285,-0.745301
-1.60509,-0.125399,1.03741,-0.739893
-1.6176,-0.110481,1.04197,-0.734484
-1.63012,-0.0955633,1.04653,-0.729075
-1.64264,-0.0806454,1.05109,-0.723666
-1.65515,-0.0657275,1.05565,-0.718258
-1.66767,-0.0508096,1.06021,-0.712849
-1.68018,-0.0358916,1.06477,-0.70744
-1.6927,-0.0209737,1.06933,-0.702032
-1.70522,-0.00605577,1.07389,-0.696623
-1.71773,0.00886216,1.07845,-0.691214
-1.73025,0.0237801,1.08301,-0.685806
-1.74277,0.038698,1.08757,-0.680397
-1.75528,0.0536159,1.09213,-0.674988
-1.7678,0.0685339,1.09669,-0.669579
-1.78032,0.0834518,1.10125,-0.664171
-1.79283,0.0983697,1.10581,-0.658762
-1.80535,0.113288,1.11037,-0.653353
-1.81787,0.128206,1.11493,-0.647945
-1.83038,0.143124,1.11949,-0.642536
-1.8429,0.158041,1.12405,-0.637127
-1.85541,0.172959,1.12861,-0.631719
-1.86793,0.187877,1.13317,-0.62631
-1.88045,0.202795,1.13773,-0.620901
-1.89296,0.217713,1.14229,-0.615492
-1.90548,0.232631,1.14685,-0.610084
-1.918,0.247549,1.15141,-0.604675
-1.93051,0.262467,1.15597,-0.599266
-1.94303,0.277385,1.16053,-0.593858
-1.95555,0.292303,1.16509,-0.588449
-1.96806,0.307221,1.16965,-0.58304
-1.98058,0.322139,1.17421,-0.577632
-1.9931,0.337057,1.17877,-0.572223
-2.00561,0.351975,1.18333,-0.566814
-2.01813,0.366892,1.18789,-0.561405
-2.03065,0.38181,1.19245,-0.555997
-2.04316,0.396728,1.19701,-0.550588
-2.05568,0.411646,1.20157,-0.545179
-2.06819,0.426564,1.20613,-0.539771
-2.08071,0.441482,1.21069,-0.534362
-2.09323,0.4564,1.21525,-0.528953
-2.10574,0.471318,1.21981,-0.523545
-2.11826,0.486236,1.22437,-0.518136
-2.13078,0.501154,1.22893,-0.512727
-2.14329,0.516072,1.23349,-0.507318
-2.15581,0.53099,1.23805,-0.50191
-2.16833,0.545908,1.24261,-0.496501
-2.18084,0.560826,1.24717,-0.491092
-2.2006,0.559257,1.24451,-0.482012
-2.22036,0.557688,1.24185,-0.472933
-2.24012,0.55612,1.23919,-0.463853
-2.25988,0.554551,1.23653,-0.454773
-2.27964,0.552982,1.23387,-0.445693
-2.2994,0.551414,1.2312,-0.436613
-2.31916,0.549845,1.22854,-0.427533
-2.33892,0.548277,1.22588,-0.418453
-2.35868,0.546708,1.22322,-0.409374
-2.37844,0.545139,1.22056,-0.400294
-2.3982,0.543571,1.2179,-0.391214
-2.41796,0.542002,1.21524,-0.382134
-2.43772,0.540434,1.21257,-0.373054
-2.45748,0.538865,1.20991,-0.363974
-2.47724,0.537296,1.20725,-0.354894
-2.497,0.535728,1.20459,-0.345815
-2.51676,0.534159,1.20193,-0.336735
-2.53652,0.532591,1.19927,-0.327655
-2.55628,0.531022,1.19661,-0.318575
