-0.632285,-0.503777,0.804679,-3.13901
-0.649986,-0.494906,0.807502,-3.13507
-0.667687,-0.486036,0.810325,-3.13113
-0.685389,-0.477165,0.813149,-3.12719
-0.70309,-0.468294,0.815972,-3.12325
-0.720791,-0.459423,0.818796,-3.1193
-0.738492,-0.450552,0.821619,-3.11536
-0.756194,-0.441681,0.824443,-3.11142
-0.773895,-0.43281,0.827266,-3.10748
-0.791596,-0.42394,0.83009,-3.10354
-0.809298,-0.415069,0.832913,-3.0996
-0.826999,-0.406198,0.835736,-3.09565
-0.8447,-0.397327,0.83856,-3.09171
-0.862402,-0.388456,0.841383,-3.08777
-0.880103,-0.379585,0.844207,-3.08383
-0.897804,-0.370714,0.84703,-3.07989
-0.915505,-0.361844,0.849854,-3.07595
-0.933207,-0.352973,0.852677,-3.072
-0.950908,-0.344102,0.855501,-3.06806
-0.968609,-0.335231,0.858324,-3.06412
-0.986311,-0.32636,0.861147,-3.06018
-1.00401,-0.317489,0.863971,-3.05624
-1.02171,-0.308618,0.866794,-3.0523
-1.03941,-0.299748,0.869618,-3.04835
-1.05712,-0.290877,0.872441,-3.04441
-1.07482,-0.282006,0.875265,-3.04047
-1.09252,-0.273135,0.878088,-3.03653
-1.11022,-0.264264,0.880912,-3.03259
-1.12792,-0.255393,0.883735,-3.02865
-1.14562,-0.246523,0.886558,-3.0247
-1.16332,-0.237652,0.889382,-3.02076
-1.18103,-0.228781,0.892205,-3.01682
-1.19873,-0.21991,0.895029,-3.01288
-1.21643,-0.211039,0.897852,-3.00894
-1.23413,-0.202168,0.900676,-3.005
-1.25183,-0.193297,0.903499,-3.00106
-1.26953,-0.184427,0.906322,-2.99711
-1.28723,-0.175556,0.909146,-2.99317
-1.30493,-0.166685,0.911969,-2.98923
-1.32264,-0.157814,0.914793,-2.98529
-1.34034,-0.148943,0.917616,-2.98135
-1.35804,-0.140072,0.92044,-2.97741
-1.37574,-0.131201,0.923263,-2.97346
-1.39344,-0.122331,0.926087,-2.96952
-1.41114,-0.11346,0.92891,-2.96558
-1.42884,-0.104589,0.931733,-2.96164
-1.44654,-0.095718,0.934557,-2.9577
-1.46425,-0.0868472,0.93738,-2.95376
-1.48195,-0.0779763,0.940204,-2.94981
-1.49965,-0.0691055,0.943027,-2.94587
-1.51735,-0.0602346,0.945851,-2.94193
-1.5353,-0.0520341,0.949109,-2.87981
-1.55325,-0.0438337,0.952367,-2.81768
-1.57119,-0.0356332,0.955625,-2.75556
-1.58914,-0.0274328,0.958883,-2.69344
-1.60709,-0.0192323,0.96214,-2.63131
-1.62504,-0.0110318,0.965398,-2.56919
-1.64299,-0.00283139,0.968656,-2.50706
-1.66094,0.00536907,0.971914,-2.44494
-1.67888,0.0135695,0.975172,-2.38282
-1.69683,0.02177,0.97843,-2.32069
-1.71478,0.0299705,0.981688,-2.25857
-1.73273,0.0381709,0.984946,-2.19644
-1.75068,0.0463714,0.988204,-2.13432
-1.76862,0.0545718,0.991462,-2.0722
-1.78657,0.0627723,0.99472,-2.01007
-1.80452,0.0709728,0.997978,-1.94795
-1.82247,0.0791732,1.00124,-1.88582
-1.84042,0.0873737,1.00449,-1.8237
-1.85837,0.0955741,1.00775,-1.76158
-1.87631,0.103775,1.01101,-1.69945
-1.89426,0.111975,1.01427,-1.63733
-1.91221,0.120176,1.01753,-1.5752
-1.93016,0.128376,1.02078,-1.51308
-1.94811,0.136576,1.02404,-1.45096
-1.96606,0.144777,1.0273,-1.38883
-1.984,0.152977,1.03056,-1.32671
-2.00195,0.161178,1.03382,-1.26458
-2.0199,0.169378,1.03707,-1.20246
-2.03785,0.177579,1.04033,-1.14034
-2.0558,0.185779,1.04359,-1.07821
-2.07374,0.19398,1.04685,-1.01609
-2.09169,0.20218,1.05011,-0.953964
-2.10964,0.210381,1.05336,-0.89184
-2.12759,0.218581,1.05662,-0.829716
-2.14554,0.226781,1.05988,-0.767592
-2.16349,0.234982,1.06314,-0.705468
-2.18143,0.243182,1.06639,-0.643344
-2.19938,0.251383,1.06965,-0.581221
-2.21733,0.259583,1.07291,-0.519097
-2.23528,0.267784,1.07617,-0.456973
-2.25323,0.275984,1.07943,-0.394849
-2.27117,0.284185,1.08268,-0.332725
-2.28912,0.292385,1.08594,-0.270601
-2.30707,0.300586,1.0892,-0.208477
-2.32502,0.308786,1.09246,-0.146353
-2.34297,0.316987,1.09572,-0.0842288
-2.36092,0.325187,1.09897,-0.0221048
-2.37886,0.333387,1.10223,0.0400191
-2.39681,0.341588,1.10549,0.102143
-2.41476,0.349788,1.10875,0.164267
-2.41916,0.369261,1.10752,0.163249
-2.42355,0.388733,1.1063,0.16223
-2.42795,0.408205,1.10507,0.161212
-2.43235,0.427678,1.10385,0.160193
-2.43674,0.44715,1.10262,0.159175
-2.44114,0.466622,1.1014,0.158156
-2.44554,0.486095,1.10017,0.157138
-2.44993,0.505567,1.09895,0.156119
-2.45433,0.525039,1.09773,0.155101
-2.45872,0.544512,1.0965,0.154082
-2.46312,0.563984,1.09528,0.153064
-2.46752,0.583456,1.09405,0.152045
-2.47191,0.602928,1.09283,0.151027
-2.47631,0.622401,1.0916,0.150008
-2.48071,0.641873,1.09038,0.14899
-2.4851,0.661345,1.08915,0.147971
-2.4895,0.680818,1.08793,0.146953
-2.4939,0.70029,1.0867,0.145934
-2.49829,0.719762,1.08548,0.144916
-2.50269,0.739235,1.08425,0.143897
-2.50709,0.758707,1.08303,0.142879
-2.51148,0.778179,1.0818,0.14186
-2.51588,0.797652,1.08058,0.140842
-2.52028,0.817124,1.07935,0.139823
-2.52467,0.836596,1.07813,0.138805
-2.52907,0.856068,1.0769,0.137787
-2.53347,0.875541,1.07568,0.136768
-2.53786,0.895013,1.07445,0.13575
-2.54226,0.914485,1.07323,0.134731
-2.54665,0.933958,1.072,0.133713
-2.55105,0.95343,1.07078,0.132694
-2.55545,0.972902,1.06956,0.131676
-2.55984,0.992375,1.06833,0.130657
-2.56424,1.01185,1.06711,0.129639
-2.56864,1.03132,1.06588,0.12862
-2.57303,1.05079,1.06466,0.127602
-2.57743,1.07026,1.06343,0.126583
-2.58183,1.08974,1.06221,0.125565
-2.58622,1.10921,1.06098,0.124546
-2.59062,1.12868,1.05976,0.123528
-2.59502,1.14815,1.05853,0.122509
-2.59941,1.16763,1.05731,0.121491
-2.60381,1.1871,1.05608,0.120472
-2.60821,1.20657,1.05486,0.119454
-2.6126,1.22604,1.05363,0.118435
-2.617,1.24551,1.05241,0.117417
-2.62139,1.26499,1.05118,0.116398
-2.62579,1.28446,1.04996,0.11538
-2.63019,1.30393,1.04873,0.114361
-2.63458,1.3234,1.04751,0.113343
-2.6171,1.33288,1.04966,0.137317
-2.59962,1.34235,1.05181,0.161292
-2.58214,1.35183,1.05396,0.185266
-2.56466,1.3613,1.05611,0.20924
-2.54718,1.37078,1.05826,0.233215
-2.52969,1.38025,1.06041,0.257189
