-3.53458,2.0925,1.14175,2.34526,0,-2.724,1.54148,0.943417,0.880268,0
-2.05108,0.801809,0.935589,-0.516718,0.038818,-2.724,1.54148,0.943417,0.880268,0
-1.84439,-0.153078,1.14883,0.992917,0.038818,-2.05108,0.801809,0.935589,-0.516718,0.038818
-1.23729,-0.936315,1.28291,-0.822528,0.038818,-1.84439,-0.153078,1.14883,0.992917,0.038818
-2.75915,-0.225168,0.751323,-3.06912,0.038818,-1.84439,-0.153078,1.14883,0.992917,0.038818
-4.35022,1.90993,1.69075,1.39699,0,-3.53458,2.0925,1.14175,2.34526,0
-3.17531,3.02522,1.11094,-2.51524,0,-3.53458,2.0925,1.14175,2.34526,0
-2.24933,3.39377,1.193,1.80092,0,-3.17531,3.02522,1.11094,-2.51524,0
-1.88529,4.2368,1.58894,-0.488066,0,-2.24933,3.39377,1.193,1.80092,0
-1.17654,4.94223,1.5829,-0.131053,0,-1.88529,4.2368,1.58894,-0.488066,0
-1.72942,-1.79843,1.16218,1.26744,0.038818,-1.23729,-0.936315,1.28291,-0.822528,0.038818
-2.41039,-0.421136,1.51016,1.83223,0.038818,-1.84439,-0.153078,1.14883,0.992917,0.038818
-0.196298,4.75526,1.51827,-1.19503,0,-1.17654,4.94223,1.5829,-0.131053,0
-5.29673,2.20594,1.56229,-1.21677,0,-4.35022,1.90993,1.69075,1.39699,0
-5.75581,1.3204,1.49111,0.622987,0,-5.29673,2.20594,1.56229,-1.21677,0
